Force_X,Force_Y,Force_Z,Torque_X,Torque_Y,Torque_Z
-2.5198744836040943,0.1386793252338361,-4.272080837248957,0.9538225585714092,-0.032963265495982164,-0.1458874437289301
-2.6494676569037843,0.08055642478672123,-4.83917813945563,0.956200877894548,-0.0414987511828625,-0.1441467961510051
-2.646410484366754,0.1922243931757974,-5.473756253181186,0.8778220360271477,-0.06274066764613091,-0.17718538973664077
-2.818798320380931,0.38717508684761537,-5.707084358287054,0.7549240535985369,-0.004895597862509787,-0.15332208448788212
-2.203693484288726,0.5715439750868926,-6.032755622485995,0.38727808760731597,-0.09706899459833292,-0.14949931226705776
-1.4364771694961174,0.6812563051856074,-6.517959637823265,0.314380678193508,-0.12502009334196418,-0.16273763014144527
-0.6028106124694268,1.0122555292279076,-6.996813432598582,0.1961541179804764,-0.08064011685864773,-0.012590231114250394
-0.28903985592175274,0.7703379996119829,-6.850732613925303,0.15908827265051714,0.022544696094710936,0.08318173630807338
-0.12450330031904644,0.7025899943837396,-7.127722948939817,0.09361915459047901,0.041951077557579264,0.10918098638760232
0.4711261429290788,1.4077534039963528,-7.7493635657975615,0.1273158482533778,0.04667407800274315,0.046976877107583845
1.0768156725956493,1.0498055311545091,-7.346633273998468,-0.11464230836244879,-0.022283664762577593,-0.045971546998259866
1.3733411884065045,1.4387262308974775,-7.443525437773085,-0.11111669040978157,-0.023002657572455454,-0.1307639440554383
3.3512929538646636,0.9048884207012532,-6.773556405029348,-0.09786030289996014,-0.07259637425357486,0.05368813269094934
4.690381792458325,0.21776208068182998,-6.064320380341411,-0.24338494013049677,-0.157361672428068,-0.0018374074524295236
4.714940552925618,0.6532827838764264,-6.711007631403112,-0.19439149847261208,-0.11698448956921048,-0.08784822943886392
4.898477502687118,1.3086910747462477,-6.855959495453728,-0.1597277660106987,-0.14362365960439402,-0.12543704999010963
5.035483636654242,1.1701965943619927,-6.54150475054443,-0.12091188581071254,-0.16455551891332035,-0.10389160453444068
5.280653619690589,0.8438676087132878,-6.124823531837231,-0.12617566305931066,-0.20086520853103446,0.038907931408319066
5.381037177090011,0.7741271275072512,-5.613300561251336,-0.15936639633476413,-0.2084199602029241,0.10940397470662627
5.439693821771029,0.5592280059334395,-5.0297165307966925,-0.20641877955508783,-0.23665498104083488,0.07132801026973763
4.943786098728898,0.5458890152931563,-4.214322513122775,-0.1951266709279593,-0.17565874778907845,0.10627616040330098
5.045321092599256,0.21409339845773542,-2.9722767731122435,-0.2806256420654649,-0.1787066238149832,0.1668422525607004
3.529810236503919,0.04478240796594071,-3.2838607462482994,-0.3284178068312108,-0.20745557616869006,0.19932485638997527
4.532674922651101,0.4732234804434883,-4.200209645603159,-0.2433328257225575,-0.28051089637334514,0.19309044585898327
5.070478056811803,0.2036612883872785,-4.493922009682381,-0.31695846299110103,-0.33361162345640805,0.1744457280033608
4.057502344110105,0.9287974919317293,-6.740731927865005,-0.2668784790114872,-0.24721366663346322,-0.007784755608829089
4.209847054550603,0.8131152166815295,-6.365181485982273,-0.2986226589703555,-0.21766779144417528,-0.08741786491005152
4.658954548213161,0.858409858031559,-6.5385169964374255,-0.23442553342862643,-0.2602767189597823,-0.14715908243879283
5.142866567993004,0.996464223212762,-7.713832097531451,-0.34429663229339874,-0.2742080623088089,-0.007986693426901503
5.026549174335036,0.4293215848035412,-7.517043997720894,-0.4343038688319547,-0.21501611000660525,0.08750293878571767
4.751073418721561,0.10080485616108484,-7.352415240225676,-0.47454079926913667,-0.18240325163577353,0.13728045848995124
5.662379556093246,-0.14886212884014594,-5.860590893043334,-0.5687708740971802,-0.29571628780370374,0.07074887277691586
5.498578837275729,0.42565343434363745,-5.59469176868145,-0.4718264507678735,-0.30533895080235496,-0.043681085623797966
4.861613845427183,1.0416969357880497,-5.998429313157955,-0.41257228448581723,-0.2415227828629614,-0.032190956012923044
4.787408580999445,1.0025169751580802,-5.380762022485655,-0.4834451852848467,-0.2663580842446917,-0.11833529652203612
4.51906581533928,1.0805285945825358,-5.59370038834657,-0.4917238269742287,-0.27439861095577495,-0.16424037674539957
4.314288496299092,1.6251843565245936,-6.066664764435911,-0.42600746525490274,-0.28254435697971925,-0.058423503823512565
4.133216616551908,1.1073411101934927,-6.242044054839859,-0.5163004732973099,-0.30146579372543403,0.021869538662743097
3.9046152694212832,1.2959473170416298,-6.0928197001639575,-0.434332937792122,-0.3085221384451733,0.12146878221187807
3.6736120948053266,0.7298957399561322,-6.060184431792411,-0.5331791160408919,-0.3090906357821601,0.13994599511619038
3.8222669400613105,1.176576639847532,-6.104119527897039,-0.4969386350917582,-0.35089960605647014,0.11878989254785721
3.883289975247184,1.2744252558804603,-6.119612115682384,-0.5430708990167149,-0.3696371691390416,0.018706304454045607
3.5350031354847724,1.6789446593541983,-6.238016980370799,-0.5049739890705238,-0.3833045415586571,-0.09728535396026314
3.666616659037823,1.915986435291765,-6.172564174312415,-0.49336837416894297,-0.4358991087018163,-0.13974526512327287
3.2839000875931976,1.652429026454087,-6.332085699724063,-0.40778124139470584,-0.3634385562995577,-0.16961263647930827
3.4216061361053507,1.7211818346674854,-6.253737993468422,-0.39781921008139237,-0.3804111806214485,-0.1906618926794465
3.301423440217496,1.3753192178910127,-6.1484857905791,-0.5172981486205692,-0.3919934411014393,-0.19380829709192954
3.0481655183045886,1.7491212706613384,-6.13099044992556,-0.42119753489599676,-0.5020711600562642,-0.17398491145899186
2.6559446221877083,1.4430054155229903,-5.883336484275542,-0.4371402713300262,-0.532121649203634,-0.20780322924475247
2.0331660798646256,1.4219457847382608,-5.7950622476883815,-0.3441946822562333,-0.5653074560002724,0.11677221294634545
